tipo_cola,tamano_cola,lambda_sobre_mu,lambda,Q,P_Q_n
infinita,infinita,1.25,12.5,573,0.0006194014338660736
infinita,infinita,1.25,12.5,574,0.0012074960571241177
infinita,infinita,1.25,12.5,575,0.0010532480742611483
infinita,infinita,1.25,12.5,576,0.0009676628432654156
infinita,infinita,1.25,12.5,577,0.0015849411056170482
infinita,infinita,1.25,12.5,578,0.0006646883876695142
infinita,infinita,1.25,12.5,579,0.0007927447541076305
infinita,infinita,1.25,12.5,580,0.0021097879432821287
infinita,infinita,1.25,12.5,581,0.00176574781861504
infinita,infinita,1.25,12.5,582,0.003683762486157676
infinita,infinita,1.25,12.5,583,0.005458784291328981
infinita,infinita,1.25,12.5,584,0.0018191738664490487
infinita,infinita,1.25,12.5,585,0.0014779996594431566
infinita,infinita,1.25,12.5,586,0.002191954669019367
infinita,infinita,1.25,12.5,587,0.002865038100446569
infinita,infinita,1.25,12.5,588,0.002634053578771045
infinita,infinita,1.25,12.5,589,0.0031346719359821406
infinita,infinita,1.25,12.5,590,0.0033816921532983458
infinita,infinita,1.25,12.5,591,0.003547714434008427
infinita,infinita,1.25,12.5,592,0.0033973732793091214
infinita,infinita,1.25,12.5,593,0.005810713846809179
infinita,infinita,1.25,12.5,594,0.004496972717411154
infinita,infinita,1.25,12.5,595,0.00621007903634208
infinita,infinita,1.25,12.5,596,0.004731893107688095
infinita,infinita,1.25,12.5,597,0.006063521964623817
infinita,infinita,1.25,12.5,598,0.0045215531421127515
infinita,infinita,1.25,12.5,599,0.0028143521002500192
infinita,infinita,1.25,12.5,600,0.0008726753795374265
infinita,infinita,1.25,12.5,601,0.0008149821004242596
infinita,infinita,1.25,12.5,602,0.00141873684490605
infinita,infinita,1.25,12.5,603,6.168810759902498e-05
infinita,infinita,1.25,12.5,604,1.1962177833026999e-05
infinita,infinita,1.25,12.5,605,0.00022816913625916868
infinita,infinita,1.25,12.5,606,4.529912153543592e-06
infinita,infinita,1.25,12.5,607,0.00030713797873076486
infinita,infinita,1.25,12.5,608,0.0008885360395433395
infinita,infinita,1.25,12.5,609,0.0009300020206640625
infinita,infinita,1.25,12.5,610,0.0007921854554537333
infinita,infinita,1.25,12.5,611,0.0009788828379126357
infinita,infinita,1.25,12.5,612,0.0004147291078427884
infinita,infinita,1.25,12.5,613,0.0002854381604105072
infinita,infinita,1.25,12.5,614,0.0002492233891841522
infinita,infinita,1.25,12.5,615,0.000523189932606698
infinita,infinita,1.25,12.5,616,5.692360965383614e-05
